level_0,level_1,0
V134,V316,0.9397700394837718
C2,C7,0.9388670279770421
V103,V307,0.9385191401043588
V316,V318,0.9384244487084412
V101,V96,0.9384081717500609
V101,V134,0.9381769225409322
V126,V133,0.9381271358166087
V307,V97,0.9379528308145283
V101,V103,0.937883646376492
V303,V304,0.9378361047235637
V15,V94,0.9376703507767516
V320,V321,0.9374996741969074
V293,V96,0.9373908856141501
V134,V293,0.9371626432034179
V84,V85,0.9371557644925891
V317,V97,0.9370762777340528
V306,V308,0.9369888592177847
V103,V293,0.9368511339862934
V132,V96,0.9365951094924662
V296,V299,0.9365718533616676
V106,V298,0.9362111837488533
V279,V318,0.936210643502121
C14,C2,0.9361484959302917
V95,V97,0.936049302908939
V128,V317,0.9357082030127477
V127,V132,0.9355957799658452
V133,V306,0.9354091900514965
V59,V63,0.9349895132159616
V127,V306,0.9348582506127954
V136,V137,0.9348244788310717
V279,V97,0.934757882751957
V103,V132,0.9346251090151292
V132,V318,0.9346022397582952
V279,V295,0.9343329672178604
V316,V96,0.9342612386904947
V15,V57,0.9340736008060747
V126,V134,0.9340656284517732
V128,V306,0.9333745833587596
V318,V95,0.9333560968475104
V293,V318,0.9333542908222653
V127,V95,0.9333168776127476
V102,V126,0.9332937341220904
V105,V96,0.9331820924216504
V127,V316,0.9331142692281688
V105,V280,0.9323630215008433
V127,V279,0.9323216457749762
V103,V316,0.9322917216605804
V103,V105,0.9321350103386655
V101,V97,0.9318511755646588
V35,V36,0.9315764946418412
V294,V318,0.9314382302353765
V102,V306,0.9313345494828688
V293,V295,0.931324197266176
V16,V34,0.9310864656775367
V279,V280,0.9310093760270058
V134,V306,0.9307982089730616
V293,V97,0.9307587491481757
V101,V318,0.930574647125597
V101,V127,0.9303974805490498
V295,V95,0.9301085595038491
V128,V132,0.92981283042058
V306,V318,0.9297912970755252
V105,V128,0.9295114816144323
V51,V94,0.9293866494818461
V127,V293,0.9293707247988037
V126,V308,0.9290546435204172
V132,V97,0.9286464758001465
V58,V79,0.9281784366042647
V300,V301,0.928109427190488
C1,C12,0.9279394881935972
V73,V94,0.927924933130866
V18,V22,0.9279132974759146
V128,V95,0.927770474637821
V128,V316,0.9271854072701023
V101,V295,0.9270456745453276
V280,V293,0.9269424084248298
V280,V95,0.9268499694078142
V128,V279,0.9264891990923112
V126,V318,0.9263309789909185
C1,C7,0.9262580068733074
V316,V97,0.926256470271543
V126,V96,0.9262448420854013
V308,V316,0.9262205298525475
V12,V13,0.9258475710871645
C5,C9,0.9257858192232584
V105,V134,0.9254639213025871
V295,V316,0.9252930577472593
V103,V126,0.9243961624007451
V306,V96,0.924058950487521
V79,V93,0.9240264539351567
V132,V295,0.9238612217658704
V279,V308,0.9237672266024153
V101,V128,0.9236228313400762
V111,V113,0.9234405409817977
V101,V280,0.9228578602194533
V128,V293,0.922540376549305
V132,V308,0.9222430310818105
V280,V298,0.9221759172191264
V103,V306,0.9221604599243257
V15,V34,0.9220024519485224
C6,C8,0.92197171869772
V319,V321,0.9219231872423099
V298,V97,0.92146325454801
V105,V295,0.9211713985281826
V280,V316,0.9211108290811576
V308,V95,0.9208578847951907
V129,V309,0.9207788986313327
V105,V308,0.9207126472150009
V53,V54,0.9204363484425918
V105,V127,0.9202788564484513
V126,V97,0.9197542793425114
V132,V280,0.91973918842863
V293,V308,0.9196154812702317
V75,V76,0.918448820773331
V313,V315,0.918433230644362
V294,V308,0.9183954110319003
V57,V94,0.9182445187612769
V17,V22,0.9179382648524197
V105,V318,0.9177992012624068
V102,V105,0.9176183201154274
V104,V297,0.9175292167313954
V16,V94,0.9174424642842706
V34,V94,0.9174096541107954
V306,V97,0.9172884352089172
V101,V308,0.9169503517885942
V50,V92,0.916211786210487
V29,V90,0.915885298852312
C11,C12,0.9156926583235829
V106,V296,0.9155109546156386
V295,V306,0.915211961356059
C11,C7,0.915208869370298
V15,V31,0.9151941901789975
V4,V5,0.9151637593204861
C10,C6,0.9144403059337529
V16,V57,0.9144274485152815
V31,V92,0.9142797670823203
V126,V295,0.9136712907923069
V15,V79,0.9134778110702979
V135,V137,0.9133476834363281
V21,V31,0.912960307927681
V298,V96,0.9129095941864512
V33,V73,0.9123353972986559
V16,V32,0.9123322771901091
V280,V306,0.9123270489227426
V105,V133,0.9107421736605571
V126,V280,0.9106653089641574
V316,V317,0.9105477509131604
V279,V317,0.9104168789107359
V103,V298,0.9102383528031185
V298,V308,0.9100097304147872
V69,V90,0.9092189981346313
V295,V298,0.9091304153345497
V102,V294,0.909047438056867
V71,V92,0.9090174145561782
V293,V317,0.9087105129339726
V29,V69,0.9085273888713158
V58,V71,0.90808432524741
V57,V72,0.9079981411662457
V306,V307,0.9079186542345753
V128,V298,0.9077188648274288
C14,C4,0.9076755778517659
V57,V79,0.9067172351275352
V42,V84,0.9066185403353089
V58,V73,0.9062589060759783
V294,V96,0.9062284579186956
V33,V51,0.9061195637423003
V19,V20,0.9053337523611051
V44,V45,0.9051006839734329
V133,V294,0.9049529576470337
V298,V318,0.9045470215921632
V132,V317,0.9045196701568944
V79,V94,0.9040969827847156
V134,V298,0.9039949930315495
V280,V296,0.9034197943392023
V16,V31,0.9032049573477244
V15,V58,0.9031914733580523
V307,V316,0.9030717975154268
V279,V307,0.9027959110549683
V317,V95,0.9025267575600562
V104,V106,0.9023558720024665
V60,V64,0.9015163017719698
V31,V71,0.9013149314705113
V103,V294,0.9011962423729136
V33,V57,0.9010208018550743
V101,V317,0.9009680613829799
V30,V91,0.9008950196649692
V306,V317,0.9006721049492943
V15,V50,0.9003631648382434
V57,V74,0.9001840953513288
V127,V298,0.8998450624012813
V293,V307,0.8998202954386846
V134,V294,0.899628139187077
V15,V32,0.8995657946832676
V42,V50,0.8992516789552594
V126,V307,0.8991653837450652
V294,V97,0.8984071543549963
V51,V73,0.8982031055689871
V296,V97,0.8975706838902785
V102,V298,0.8972779122504355
V132,V307,0.8972008358368903
V127,V294,0.8964431972710105
V80,V84,0.896385653320508
V72,V93,0.896113426019958
V307,V95,0.8953575160044815
C4,C7,0.8950924008995369
V63,V71,0.8950304863784433
V21,V32,0.8949384853139526
V126,V317,0.894791721844316
C12,C4,0.8946186565275843
V31,V50,0.8945162604118124
V16,V79,0.8944735620555921
V32,V92,0.8944514425785387
V297,V299,0.8943648719304701
V63,V84,0.8939688637974615
V15,V51,0.8934040048997228
V101,V307,0.892669253334306
V70,V91,0.8925204942831089
V60,V63,0.8922580414063428
V21,V84,0.8920633641971987
V74,V94,0.891525562127308
V84,V92,0.890874783684628
V133,V298,0.8906442525825513
V296,V96,0.8906025957058993
V61,V62,0.8902570824348557
V295,V296,0.890204358947349
V15,V73,0.8898902854855322
V296,V308,0.8898307593880418
V30,V70,0.8893487227793101
V128,V294,0.8885730041546288
V288,V289,0.8883442027883737
V50,V94,0.8883427308172379
V79,V92,0.8881022633245613
V106,V97,0.8877521533450285
V58,V94,0.8873885313928258
V30,V90,0.8864553774964052
V21,V63,0.8863743271335899
V50,V71,0.8861197551627644
V103,V296,0.8860025767840569
V58,V74,0.8859752528456052
V71,V73,0.8859047113980809
V50,V57,0.8856768993403129
V52,V94,0.884444373924954
V16,V58,0.8843172039555958
V299,V97,0.8841993073401073
V296,V318,0.8841845413565084
V128,V296,0.8840154639688517
V298,V307,0.88398349629788
V22,V31,0.8834951451116926
V15,V71,0.8832725063527395
V309,V311,0.882926355818468
V72,V92,0.8822602104127776
V15,V92,0.8822458994218252
V105,V307,0.8821897630191587
V29,V91,0.881808902455936
V82,V83,0.8816315660090583
V70,V90,0.8813849026940598
V16,V50,0.8810340982529582
V32,V71,0.880873713121199
C13,C14,0.880721509325002
V22,V32,0.8802161168914587
V31,V93,0.8801627514032496
V59,V64,0.8801573625672868
V134,V296,0.8799649676272763
V50,V93,0.879690818417617
V33,V79,0.8796441609203665
V29,V70,0.8793828206144192
V302,V303,0.8788280636609359
V72,V79,0.8787764515165267
V280,V299,0.8785769184006567
V57,V92,0.8783616660893381
V51,V57,0.8780603664590054
V33,V74,0.8780599841264535
V127,V296,0.8777818410836191
V17,V31,0.8777408227340884
V30,V69,0.8771962515269376
V39,V42,0.8761428095166212
V69,V91,0.8759641303380841
V31,V33,0.8759466079771029
V50,V51,0.8756479280016309
V81,V85,0.8751305858660239
V106,V280,0.8750837820564054
V32,V50,0.8750296025606259
V71,V93,0.8749004489107067
V16,V51,0.8743160609853018
V296,V307,0.8742783045709931
V102,V296,0.873933946244311
V18,V31,0.8736730392026859
V279,V294,0.8735310555884555
V31,V72,0.8732996154153254
V34,V74,0.8731288803963239
V34,V73,0.8730240090941921
V293,V294,0.871863947152387
V106,V128,0.8717060709284089
V33,V58,0.8713713397572949
V104,V299,0.8713178099611001
V42,V63,0.8711384873416242
V18,V32,0.8708828799918512
V16,V73,0.870872707490612
V85,V93,0.8702152269950867
V131,V312,0.8701872271648977
V103,V106,0.8697847241319601
V117,V119,0.8691069657291786
V128,V299,0.8689470879579567
V37,V38,0.8688843734786419
V105,V317,0.8688450871059299
V129,V311,0.8686396514299054
V71,V94,0.8680998312339641
V34,V51,0.8680561791026896
V33,V50,0.867929418518168
V103,V299,0.8678285480103929
V133,V296,0.8678186961076572
V298,V317,0.8672578548072162
V59,V71,0.8670757688756607
V299,V308,0.8670743153866634
V92,V94,0.8668563089174192
V39,V80,0.8656892205698095
V43,V84,0.8656242554668153
V16,V71,0.8647247442689343
V294,V316,0.8646155261515945
V58,V93,0.8643294967323875
V50,V79,0.8641345961974344
V51,V74,0.8639743133640841
V100,V287,0.8637844517312252
V16,V92,0.8636533301198144
V32,V93,0.8633661140359369
V31,V94,0.8631738640151745
V31,V57,0.8631434978717075
V33,V52,0.8631417319336563
V294,V95,0.8622275384690233
V63,V72,0.8619055237328821
V43,V50,0.8612822184308747
V51,V79,0.8612630636882516
V106,V308,0.8611949542731705
V101,V294,0.8605731937563144
V17,V32,0.8604796770662944
V295,V299,0.8603053708193963
C14,C8,0.8602460420320454
V106,V297,0.8602040328092727
V81,V84,0.8600072093983717
V34,V57,0.8600070534474632
V132,V294,0.858861654678626
V106,V134,0.8588020012882606
V32,V33,0.8587248866253658
V106,V295,0.8587224868452494
V22,V84,0.8586397596063586
C6,C7,0.8585832833579699
V84,V93,0.8583878445232098
V285,V99,0.8583575579531146
C12,C6,0.858181782217765
V71,V79,0.8581249857628694
V134,V299,0.8580980846521994
V64,V85,0.8579191067566062
V50,V72,0.8576369309468198
V22,V63,0.857369317251958
V296,V317,0.8571688444327539
V299,V96,0.8566425549130361
V43,V85,0.8563476791395485
V50,V58,0.8556308554383952
V106,V96,0.855488793119653
V64,V72,0.8552284090429935
V15,V74,0.8548820846351699
V48,V90,0.854822323995048
V136,V320,0.8547610514342243
V32,V72,0.8546544134733313
V52,V73,0.8543386507574169
V21,V42,0.8542252141736841
V294,V306,0.8540430851524933
V15,V72,0.8539409727993006
V299,V318,0.8536809646748322
V52,V74,0.8533398228621415
V40,V43,0.853336622766097
V72,V73,0.8530719285738407
C10,C14,0.8530088373183343
V17,V84,0.8529662193249735
V73,V79,0.852696614902302
V112,V113,0.8518419495114825
V33,V71,0.8512890635690447
V15,V52,0.8508989264117984
V106,V318,0.8508219981480394
V17,V80,0.850782720214876
V58,V92,0.8498978275837783
V86,V87,0.8494421162594202
V59,V80,0.8489516552502775
V33,V92,0.8488650177847481
V34,V52,0.8488456389494964
V51,V58,0.8486352536292653
V17,V63,0.8484154217119111
V126,V294,0.8481748528735568
V21,V59,0.8477487061570845
V50,V84,0.847712040363855
V64,V84,0.8469778268501111
V64,V71,0.8467654631351904
V71,V74,0.8467536856631587
V32,V34,0.8467432031683646
V15,V93,0.8467200073977471
V31,V84,0.8463961531431251
V42,V85,0.8458037857083172
V57,V63,0.8445486586931752
V59,V84,0.8443640985904204
V18,V84,0.8441606162686167
V57,V93,0.8437019669143322
V50,V73,0.8435059925446116
V21,V92,0.8434783446542684
V127,V299,0.8426955640775589
V31,V79,0.8418004586769602
V32,V57,0.8417736486458707
V22,V64,0.8416921318003813
V21,V64,0.8413150218552982
V31,V34,0.8412906556991205
V106,V127,0.8412707291482113
V85,V92,0.8412161926537817
V32,V94,0.8412052047671595
V130,V310,0.841121743990039
V18,V80,0.8409694560887572
V63,V85,0.8406062920311865
V60,V72,0.8404833718294121
V80,V85,0.8404298260444268
V25,V26,0.8401052996789332
V314,V315,0.8399117254227285
V21,V85,0.8398957795763417
V34,V79,0.8394013457156263
V102,V299,0.8388117355757114
V72,V94,0.8386866951540282
V21,V71,0.838175847459188
V40,V81,0.8379894274608352
V100,V99,0.8378099572336096
V294,V298,0.837578976809191
V18,V63,0.8375538373565481
V16,V74,0.8369466442655058
V102,V106,0.8361383609622953
V16,V72,0.836126862003681
V8,V9,0.8353415868142849
V71,V84,0.8352852991481263
V59,V72,0.8352320483864444
V49,V91,0.8352269771941018
V31,V58,0.834590554522672
V15,V21,0.8345407253781197
V39,V43,0.8342174756890146
V52,V57,0.8340831614355472
V105,V294,0.8339332488519788
V50,V52,0.8335505226496372
V72,V74,0.8334023841263963
V105,V95,0.8333769232590823
V17,V59,0.8330430703446586
V42,V92,0.8330399649974833
V51,V71,0.8329806238142259
V51,V92,0.8328551428455485
V40,V42,0.832789602668727
V16,V52,0.8327733919103304
V43,V63,0.8321407719664257
V34,V58,0.8319297810107947
V31,V63,0.8318095914138245
V294,V296,0.8316659602455393
V60,V71,0.8316487873548672
V105,V279,0.8316025835509948
V80,V92,0.8315421623124689
V93,V94,0.831525508810474
V285,V287,0.8307888703111178
V21,V50,0.8304894208190146
V43,V64,0.8304413466532956
V49,V90,0.8303020174656127
V63,V92,0.830068255890046
V133,V299,0.8299441841888969
V42,V59,0.8299261558377822
V39,V81,0.8292976726574056
V16,V93,0.8291418170986785
V39,V59,0.8289121333891416
V42,V80,0.8288071129045284
V66,V67,0.8281642917519307
V22,V85,0.828026339189511
V34,V50,0.8277329547698221
V60,V81,0.8276178540732205
V40,V80,0.8274991551213005
V15,V42,0.8270766129338676
V106,V133,0.8266112878733566
V73,V92,0.8265310101714644
V31,V51,0.8264796961843867
V42,V51,0.8256505207362831
V23,V24,0.8249551870656819
V32,V84,0.8244940562118312
V17,V81,0.8244092564922976
V57,V59,0.8241534041881917
V104,V105,0.8240610787684465
V101,V105,0.8237832086241549
V33,V72,0.8231565157081411
V105,V132,0.8230933402871942
V105,V293,0.8226914928654261
V105,V126,0.8226478182030804
V42,V64,0.82262817913982
V18,V59,0.8222037676341799
V17,V42,0.8221834250972925
V31,V73,0.8214988642379352
V52,V79,0.8213663975166793
V32,V79,0.821050415979487
V105,V316,0.8208236361098372
V48,V91,0.8206282292929558
V21,V80,0.8204896594167064
V50,V63,0.820353441669049
V74,V79,0.8198859812465485
V105,V306,0.8195434740726613
V18,V81,0.8193817065590435
V123,V125,0.8190226462088467
V16,V21,0.8190008660297547
V15,V84,0.8184612760963164
V31,V42,0.8180139909584649
V297,V298,0.8179079835983367
V108,V110,0.8176455169950249
V60,V80,0.8176277755762041
V290,V292,0.817300241092057
V21,V43,0.8168494381014002
V29,V48,0.8164244305224682
V42,V94,0.8158518674983993
V21,V60,0.8158398754454137
V299,V307,0.8152990198868283
V279,V298,0.8152416456862162
V15,V63,0.8152115739823245
V48,V69,0.8150878430722602
V58,V63,0.8146551986233601
V42,V57,0.8144867814295375
V33,V93,0.814445451803855
V32,V58,0.814041562779017
V63,V80,0.8140217821690798
V59,V81,0.8139418808404159
V298,V95,0.8132016962235246
V21,V93,0.813157758308689
V60,V84,0.8124522856994886
V22,V92,0.8122400393279181
V22,V59,0.8121318158927188
V34,V71,0.8119274749070198
V39,V50,0.8115708840510949
V58,V64,0.811540883834452
V18,V42,0.8114943955304957
V42,V71,0.8114873932333865
V22,V42,0.8114386717598535
V17,V92,0.8110412138335306
V21,V72,0.8109599654396467
V63,V73,0.8104856090591798
V57,V84,0.8099919885100354
V32,V63,0.809856928128194
V17,V64,0.8097596176336741
D1,D2,0.809503606101483
V34,V92,0.8092221079186271
V50,V74,0.8086078980948878
V15,V17,0.8085838164938268
V81,V93,0.8085554326000315
C13,C6,0.8085308088096838
V72,V84,0.8082437319681957
V17,V60,0.8081883058696335
V17,V85,0.8079550643405213
V52,V58,0.8077872585206674
V16,V42,0.8071679863634478
V105,V297,0.8065532245481829
V58,V60,0.8060048081269032
V17,V71,0.8059664827754421
V32,V51,0.8057032362640694
V79,V85,0.8057012499866443
V84,V94,0.8056099121300359
V293,V298,0.8054661282956292
V106,V307,0.8048907565100412
V63,V94,0.8048594746628362
V51,V72,0.8048436246306627
V21,V57,0.804429884264104
V298,V306,0.8042685019156599
V22,V71,0.8042464907248025
V40,V60,0.8040879140407042
V101,V298,0.8039753953763042
V298,V316,0.8037734153268619
V132,V298,0.8035438383146596
V18,V85,0.8033420054034951
V21,V33,0.8033229322779128
V18,V92,0.803242624249318
V126,V298,0.8027125879151975
V42,V93,0.8020310781983955
V15,V18,0.8017461438211956
V39,V84,0.8014893449828443
V17,V50,0.8013961301257062
V81,V92,0.8012756921960285
V39,V60,0.8011943355100183
V32,V73,0.8008655607290468
V80,V93,0.8007930320549523
V21,V94,0.8007678973601016
V114,V116,0.8005909902140154
V60,V85,0.8002759643292893
V18,V64,0.8001149602847436
V63,V93,0.7997723997644938
V16,V18,0.7997247342181636
V296,V297,0.7996016902615596
V42,V60,0.799317486801876
V51,V93,0.7991832673852706
V31,V59,0.7990907736892192
V57,V64,0.7990073568688371
V72,V85,0.7989219601699794
V16,V84,0.7985577249105673
V18,V60,0.7983276092440491
V104,V298,0.7979838753740364
V59,V92,0.7978730236760495
V31,V85,0.7975802946074056
V43,V92,0.797490909820923
V33,V42,0.7973794416081713
V137,V321,0.7969937238899877
V32,V42,0.7965859117965146
V59,V73,0.7965258553969484
V18,V71,0.7964918774006471
V42,V79,0.7964796797104976
V6,V7,0.7960265737152418
V299,V317,0.795819862379158
V79,V84,0.7955979316697808
V124,V125,0.7955941221274553
V16,V63,0.7955464162095844
V15,V22,0.7952949250438042
V42,V81,0.7951181450054604
V58,V59,0.795101929710379
V15,V43,0.7949771678692936
C14,C7,0.7947011894434128
V30,V49,0.7946468349273549
V279,V296,0.7945954582752134
V43,V51,0.7943385140164306
V49,V70,0.7942317224176274
V120,V122,0.7939951831250404
C12,C14,0.7939362783205749
V29,V49,0.7939262315396785
V57,V60,0.7937662705189049
V16,V17,0.7936382771342263
V49,V69,0.7932616578071287
V52,V92,0.7932114231768784
V16,V22,0.7931766913271773
V74,V92,0.792863290173536
V50,V59,0.7928241715442778
V73,V93,0.792536135090641
V50,V85,0.7924903399696652
V284,V98,0.7924712826208018
V18,V50,0.7921474503608917
V43,V59,0.7921054926622196
V59,V85,0.7918795157537458
V43,V80,0.7916352486724009
V296,V95,0.791569646293223
V22,V93,0.7913459033353746
V52,V71,0.7911310399650942
V43,V60,0.7908049383569927
V17,V39,0.7903704984630997
V42,V58,0.7902384594365804
V31,V64,0.7899105154501027
V22,V50,0.7897822510405894
V50,V80,0.7895786988466259
V21,V81,0.7894207500566395
V17,V43,0.7889294165061824
V33,V84,0.7888409798039333
V22,V80,0.7887369808311662
V48,V70,0.7886855058864365
V15,V59,0.7886733580211777
V31,V74,0.7885903761858888
V64,V92,0.7884247844530669
V30,V48,0.7883753093811716
V319,V320,0.7882158786283365
V137,V320,0.7880935678046841
V40,V59,0.7879056589382777
V64,V93,0.7878669110143102
V43,V81,0.7877396210102113
V106,V317,0.787674669320396
V43,V52,0.7874057381719406
V31,V52,0.7868604517770554
V42,V72,0.7867921036542497
V33,V63,0.7863134417932847
V63,V79,0.7862585050613481
V17,V93,0.7860142493752267
V71,V85,0.7856534030956803
V42,V52,0.7855199324941753
V34,V72,0.7853131979981711
V293,V296,0.7849055997182478
V17,V72,0.7848715664468894
V58,V84,0.784869112078231
V43,V94,0.7848194096076744
V296,V306,0.7835178735404648
V31,V80,0.7829977413656124
V296,V316,0.7829289392904352
V31,V43,0.7829163348614507
V42,V73,0.7827757329886853
V111,V112,0.7827269558523481
V101,V296,0.7824272208212206
V132,V296,0.7820107891462678
V22,V60,0.7818869372085202
V43,V57,0.7815933335736269
V126,V296,0.7813163762047287
V63,V81,0.7812802082095353
V18,V93,0.7799760049969987
V21,V79,0.7797987528288897
V28,V89,0.7796166198433441
V21,V58,0.7795896688580092
V18,V39,0.77958564597588
V104,V296,0.7794014167126785
C11,C13,0.7792859046958306
V59,V94,0.7791005003207624
V18,V43,0.7790659971864816
V17,V33,0.7787920513224262
V32,V85,0.7781713734673193
V17,V57,0.7781525531104855
V22,V72,0.7780622331298989
V51,V63,0.7778936635058682
V32,V59,0.7778047595254107
V58,V85,0.7772467767690646
V22,V43,0.7765520341702975
V63,V74,0.7764796395465028
V34,V93,0.7764476531260228
V43,V71,0.7762676392952076
V71,V80,0.77618246314252
V18,V72,0.7758208240363182
V16,V43,0.7756796705638008
V50,V64,0.7756159049628942
V40,V50,0.77509553936862
C1,C13,0.7746031730708038
V17,V94,0.7737491050828447
V39,V63,0.7733780486827021
V2,V3,0.7730390376817583
V15,V64,0.7729740035986625
V51,V84,0.7729227103878118
V279,V299,0.7726503579770989
V128,V136,0.7725608462284922
V64,V80,0.7723291951175809
V299,V95,0.7717505067033031
V64,V81,0.7714029549460747
V18,V33,0.7708931597943505
V64,V79,0.7707772712108412
V43,V93,0.7699692981965042
V16,V59,0.7695369892184446
V32,V64,0.7694493978368991
V31,V60,0.7694204675681839
V32,V74,0.7690850581463139
V73,V84,0.7689119478129096
V60,V92,0.7685510421540072
V15,V85,0.7683650574074133
